,0
14506,와 진짜 고딩으로 변신할때 진짜 겁나 이쁘네유...와 고딩이라고 해도 믿을 합니다...겁나 이쁘시네유....대박
14507,최현욱 진짜 2년 전부터 좋아했는뎅 갈수록 존잘이고 연기도 점점 더 잘해... ㅈㄴ 응원한다 이 오빠
14508,02년생이라 앞길 창창해서 이제 시작일텐데 계속 볼 생각에 벌써 행복하다
14509,아직도 왕따 당하면서 살아야할 학생들이 너무 안타깝고 마음이 아프네요.ㅠㅠ. 한국에서는 왜 이런 문제들을 학교에서 선생들이 해결 못하시나요?
14510,이래야지.. 학폭 가해자들 미성년자라고 애 취급하면서 봐주면 안됨 진ㅉㅏ 아주 제대로 조져놔야함.
14511,어쨋든 개사이다네 <br>박ㅅ우<br>김ㅁ우   누가 죽여 줬으면
14512,저 가해자중에 한명 그 럽타뭐뭐에 나오는 문예찬 역으로나온 그 배우아닌가요..?
14513,넵 맞아요! 본명은 최현욱 입니다!
14514,이거 웹툰 참교육 아님?
14515,참교육 이라는 월요 웹툰 이랑 비슷해서 사이다네
14516,솔직히 고등학교 1학년 넘으면 갱생안됨.<br>그냥 성인으로보고 조지먼됨
14517,이나은이 나왔다면 어떤 역할일까?
14518,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=12m21s"">12:21</a> zzzㅋㅋㅋㅋㅋㅋㅅㅂㅋㅋㅋ"
14519,현욱씌 너무 잘생겼어 ㅠㅠ 연기도 어쩜 저렇게 잘하늬!!!!!
14520,현욱아... 🤍
14521,"Why do u feel most of the students used to act in web dramas , I&#39;m n<br>Sure about 2 of them👀 the progress woww"
14522,가정방문 끝.  ㅎㅎㅎ
14523,어머님 나오고 장학금 얘기할때 나만 울컥했냐
14524,나도 울컥
14525,표예진이 연기해서 다행이다 이나은이했음 소름이었을듯
14526,와우!!!드럼통 사이다네!!!!!  아이언맨보다 멋지구만! 현실세계로 소환하면 좋겠네!
14527,뭐야 우리학교네...
14528,아ㅋㅋㅋㅋㅋㅋㅋㅋ이제훈 겁나 얄미워ㅋㅋㅋㅋㅋ
14529,"최현욱 배우님 연기 진짜 많이 느셨다,, 연기 준비하실 때 고민 많이 하신 게 느껴짐,,"
14530,검찰 경찰 판사대신 모범택시 있음 정의사회 구현할듯! ㅎ
14531,드라마라도  후련하니좋네 ㅎㅎㅎ
14532,긋드라이버~모범택시♡
14533,정말 잘봤습니다 <br>감사해요 ~^~*~
14534,이제훈도 멋있고💖 최현욱도 눈에 확 들어옴💘
14535,사람 안변한다.<br>그냥 조지는 수밖에 없다.
14536,이제훈 잘어울리는 드라마네요
14537,최현욱조아!!!!!!졸라멎진데..빵은먹지마..
14538,저 웃음은
14539,통쾌하다~!!!
14540,최현욱 작품할때마다 연기 점점 느는거 같아서 너무 좋다
14541,내 초등학교 마지막 1년을 지옥으로 만들어준 너희. 보고있니?<br>그 1년이 지금까지 얼마나 내 자존감을 끌어내린지 알고있을까?<br>벗어나기 위해 노력하고 또 노력했지만<br>지금까지 별반 달라진게 없고<br>너흰 오히려 아무기억없이 언제 그랬냐는듯 잘만 살아가는데..난 왜이래야 하나..아직도 모르겠다.
14542,학폭가해자는 뿌리 뽑자~~~이참에
14543,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=3m15s"">3:15</a> &amp; <a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=15m33s"">15:33</a> looooooveeeee theem💌!"
14544,통쾌하다.
14545,도깨비 이후로  이제한나 나왔네
14546,ㄷㄷ...배우 지수가 떠오르네
14547,기간제 끝나면 동네 형!
14548,왜 펜트하우스 시간대에 하는지 알겠슴<br>각본탄탄 연기력 짱 그중에 최고는<br>이제훈 찰떡 배역<br>목소리 외모 완죤 존잘<br>악의무리 소탕도 후련한데 마지막 엔딩 훈훈~<br>대박 장담
14549,아 최현욱 얼굴이 나라다 진ㅋ자 사랑해 오빠 알라뷰 쪽쪽
14550,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=15m31s"">15:31</a> 마! 이게 바로 스파르타식 교육이다! THIS IS SPARTA!"
14551,아이고 이거 완전 &quot;대마&quot; 밭인데요? 하하하 <br>ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 꼽 제대로 주네
14552,우리가 우리를 안지키면 안된다는 걸  시사하는 드라마임~~~~~!!!!!!<br>이 드라마는 사전에  폭탄 처리가  되서 참  다행인듯~~~!!!  ㅎㅎ
14553,카타르시스. 어린놈이고 늙은이고 죄 지으면 확실한 처벌이 있어야 하는데 이놈의 나라는 솜방망이. 사기공화국. 음주공화국. <br>드라마가 시대상을 잘 반영했다.
14554,이나은 대신 표예진이 나온거구나? 근데 이나은이 나왔으면   안어울릴듯
14555,드라마 인데 내가  다~ 흐뭇하네.ㅋ  이런 드라마 너무 좋네요.  어린것들이 보고 주변 애들 한테 좋은 벗으면 추억으로 학창 시절을 보네길 .......ㅋ
14556,ㅚ현욱 존잘이다 진심
14557,초능력이 없는 배트맨은 왜 경찰이 도움을 청하는 설정을 취하는지를....
14558,날 중학생때 피씨방에서 삥뜯고 때리던 넘들 잘 먹고 잘 사냐? 길가다가 차에 치이면 좋겠다. 난 아직도 피방 가기가 무섭다 얘드라.
14559,논란이 된 대역 장면은 다 뺐네요...솔직히 보다가 대역장면이 너무 많아서 놀랐어요. 대역을 너무 티나게 연출하는거 근래들어 처음봐서 당황ㅋㅋㅋㅋㅋㅋㅋㅋㅋ피디가 이제훈 안티인가요?ㅠㅠ
14560,"이런 드라마를 통해 카타르시스하는 국민이란게 씁쓸하다. 가해자 인권이 피해자 인권보다 중요한 법이라니.... 엄정한 법과 강력한 집행이 이루어지는 국가의 국민이고 싶다. 그래도 심란한 뉴스로 우울한 요즘, 억울한 국민의 마음을 대리만족시켜주는 이 드라마가 대박나길!"
14561,와 이 스토리를 그 사람이 할 뻔 했던거구만... 암튼 너무 잼씀...
14562,이제훈 능청연기 역대급이네..살도 빠지고 얼굴 왜이리 잘생겼어
14563,요즘 세상이 너무 힘든일이 많은데 드라마에서라도 정의구현과 행복한 결말을 보여줘서 좋다. 사람들이 그래도 세상은 살만한 세상이구나 느낄 수 있게 해주니 속 시원한 느낌이 든다.
14564,이 말에 공감이 1400명이니 다음에도 이런 감성으로 드라마 내면 대박날듯
14565,드라마에서 정의
14566,이세카이..
14567,속이 뻥~~ㅋㅋ
14568,검사 판사가 개세라 정의구현을 스스로
14569,모범택시 웹툰있는데 그거 맞지?? 웹툰은 19금인데..ㅋㅋ
14570,이제훈님 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 무슨 역활을 해도 찰떡이냐 ㅋㅋㅋㅋㅋ잘생기면 다예요??? ㅋㅋㅋㅋ
14571,이나은 배아파서 어쩌냐 ㅋㅋ 좋아하던 이제훈이랑 연기하는거 + 시청률 대박 드라마 다놓쳤네 ㅋㅋㅋㅋㅋ
14572,나쁜짓한 잘못이지뭐 ㅋㅋㅋㅋㅋ 통쾌
14573,@잼민이컨셉 너는 왜 컨셉을 그렇게 잡냐 컨셉이구나 하는 게 아니고 그냥 멍청해보여....
14574,지 잘못이지 뭐 ㅋㅋㅋ
14575,사실상 이나은이 저 모범택시 복수대상임 ㅋㅋ
14576,@잼민이컨셉 와무현ㅋㅋ
14577,잘생겼어 짜증나 짜증나 짜증나!!!!!!
14578,개쩌는 드라마 하나 또 나왔네요 이거 되게 재밋음요
14579,와 이걸 이나은이 했으면 몰입 안돼서 어떻게 보누
14580,사이다라 보긴 하는데 그때마다 한켠으로는 현실과는 정 반대라 상당히 씁쓸하다..
14581,이런내용이구나 되게 기대했는데 기대이상이네!!
14582,정말이지 대한민국 청소년가해자들 다루는법은 욕이 심하게 나올정도로 개차반이라 드라마로라도   속시원히 보내 썅 어떻게 가해자만 사람이냐 썅 열받아 진짜 가해자들이 다 뒤져야되는데 피해자들만 너무 불쌍하네
14583,"중학교 2,3학년 2년동안 이유없이 그냥 재미로 지나가면 침뱉고 머리 때리고 가고 욕하고 나 가지고 내기하던 남자애들 9명<br>그리고 그 트라우마때문에 여고 왔더니 1,2학년 2년동안 또 중딩때랑 비슷하게 괴롭히고 죽여버리겠다고 협박까지 한 여자애들 3명<br>난 이제 20살 되서 학교 졸업하고 트라우마 속에서 겨우겨우 살고 있는데 너넨 되게 잘 살고 있더라 ㅋㅋ<br>너네도 꼭 나처럼 힘든 나날을 보냈으면 좋겠어 꼭 똑같이 당해봐<br>덕분에 나에게 학창시절이란 생각하고 싶지도 돌아가고 싶지도 않은 최악의 시절이 되어버렸어<br>피해자는 나 하나로 족하고 다른 애들한텐 절대 그러지마 꼭 당해보고 행복하게 살지마"
14584,해외 거주하는지라...<br>넷플릭스에서 볼수 없어서 아쉽네요.
14585,👍
14586,다른 권선징악 드라마는 답답했는데 이건 너무 사이다 그 자체
14587,영웅이 없다고 느끼는 시대에 사는 우리가 영웅이었네
14588,연예압 예찬로빠 왜 여기싸
14589,김의성 형님 끝까지 착한역 이였으면 원작 처럼 반전 있으면 안되는데 ㅠㅠ
14590,스포 처하지마라 정신 나갔나
14591,씨뱐년
14592,배우 지*같은 애들 제발 학교에서 다 잡아들이세여
14593,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=20m48s"">20:48</a> 부터 마음이 너무 따뜻해진다. 진짜 이런 사람들이 현실에도 있었으면 좋겠다."
14594,"정말 유치하지만, 끊을 수 없다."
14595,이제훈 얼굴이 제일 재밌다 ! ㅜㅠㅠㅠㅜㅜㅠㅜㅠ
14596,최현욱 좋아해서 저 기간제 쌤 되게 얄미워보이냐... 나만 그럼?
14597,이건.... 너무 말이 안되잖아요<br>넌 말이되서 지금까지 정민이한테 그랬냐?<br>크으 사이다★
14598,황인성 너무 귀엽고 잘생김 나 고딩때 저런쌤 잇엇음 스카이갓다... 사랑해요 인성쌤
14599,이거 이나은이 찍으면 <br>조언도 해주고  할텐데 ㅋㅋㅋ<br>느낌 아니까~~!!
14600,정의는 살아있다
14601,왕따 가해자가 주연이 될 뻔한 <br>천운이 내린 드라마 ㅋㅋㅋㅋㅋㅋ
14602,요새 일찐 여학생들 왕따당한 애들 전부 찾아가서 하나하나 사과하고다닌다네요 <br>지들 나중에 인플루언서나 아이돌해야되는데<br>학폭논란때문에 ㅈ되는거보고 미리 수습중ㅋㅋㅋ
14603,@김규리 참교육은 따른 웹툰이고 이건 모범택시라는 웹툰을 원작으로한 드라마인걸로 알아요
14604,이 드라마 웹툰 참교육을 바탕으로 만듣 드라마인가요??
14605,진짜 하늘이 도왔다 ㅎㅎ
14606,@이윤 에이프릴 이나은
14607,와 연기 다들 개잘하네
14608,와 너무재뮈따 한번에 드라마 내용파악이 다 되넹
14609,스토리 전개가 만화 적이라 잼있음.. 괜히 현실성 높힌다고 고구마전개나 고혈압 전개 짜증남.. 2회 만에 에피소드 마무리되는것도 맘에 듬..ㅋㅋ
14610,마자욬ㅋㅋ 참교육마무리 회차 나눠서 에피소드 짜르면 엄청 기다리면서 답답했었을것같아요!! 귣굳
14611,ㅋㅋ 이걸 이나은이 할뻔했다니
14612,와 전설이다 진짜...
14613,이제훈 볼수록 김수현 닮은 거 같다
14614,배우 바껴서 너무너무 다행이다.. 진짜로
14615,법으로 해결할 수 없는 일들이기 때문에 이런 내용에 열광하는 거겠지. 네이버 웹툰 참교육 역시 그렇다.<br>법은 피해자의 일을 해결해주지 않는다. 가해자의 인권을 생각해 최소한의 처벌만 겨우 할 뿐.
14616,난 저년이 젤미워.
14617,학교에 저런 선생님들이 많이 있으면 정말 좋을텐데 ㅠㅠ
14618,이제훈 내 이상형
14619,what real name seung tae
14620,문예찬 ...................오빠?........
14621,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=13m39s"">13:39</a> 가정방문 끝~~!! 개귀여워 ㅋㅋㅋㅋ"
14622,ㄷㄱ.ㅊ
14623,우왕 문예찬 연기잘한다 ㅋㅋㅋㅋㅋ 웹드랑 왜케 다른거같냐
14624,안경쓴 이제훈 더멋져요.마음도 드라마처럼 멋져요
14625,드라마 너무 재미있고 배우들 연기도 너무 잘해요🙂
14626,아 사이다 톡톡 너무 좋구요~
14627,이제훈 잘생긴건 알고있었지만 이정도로 잘생겼었나 ㄷㄷ 머리도 찰떡이네
14628,헐 최현욱님 드디어!! 티비드라마 나오시네
14629,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=9m27s"">9:27</a> 애들아 삽으로 묻었는데 삽으로 파야지"
14630,뭐 애들끼리 치고박고 할수도 있는기지 그걸 또 학폭이라 해쌌노 원래 다 그라믄서 크는기야
14631,연예찬.....
14632,우유 달라고 해 임마
14633,대마가 걸렸다 ㅋㅋㅋㅋㅋ 아 개웃기네 ㅋㅋㅋㅋㅋㅋㅋ
14634,뭔가 웹툰 참교육 같다
14635,저기 최현욱님이 ㅣㅣㅣ<br>리타럽말고 지상파에도 출현하다니!!!!<br>연기 진짜잘한당😍
14636,문예찬인가??
14637,표예진으로 바뀌니까 재밌겠다 봐야지~
14638,"외주 제작사는 이해 하는데... 씨방ㅅ ㅔ가  이런 드라마를 만들다니 역겹다,,,"
14639,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=11m05s"">11:05</a> 햄버거젤리 사주면되지ㅋㅋㅋ"
14640,이번화를 보면서 저렇게 하는거 아닌데 하고 속으로 생각했겠지
14641,국개의원 멈춰
14642,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=15m32s"">15:32</a> <br>&quot;나는 자연인이다~~~&quot;"
14643,통쾌했습니다. ㅠㅜ
14644,이런 드라마에 이ㄴㅇ이..?
14645,제작진중에 학폭 가해자 있으면 뜨끔하겠네?
14646,저도 부끄럽지만 학폭피해자였는데 어느날 제가 후배를 똑같이 괴롭히고 있더라구요 결혼해 애들공부시키며 같이 심리상담공부하면서 학폭상담자원봉사도하고 학폭위원도하면서 나름 열심히 노력했어요 보람도 느끼면서...하지만 아직도 올바르게 처벌되지안는현실이 좀 안타까워요 이드라마보면서 처벌을주는것도 중요하지만 스스로 깨달았으면 좋겠단생각이들었어요 좋은 영상 감사합니다
14647,오글거려
14648,왜 !! 다이너스티에 에쿠스 장식이?? ㅋㅋㅋㅋㅋㅋ
14649,사이다드라마네    이제훈 잘하네
14650,이런 권선징악 장르 너무 좋아요ㅎㅎ
14651,이 장면만 보면 웹툰 참교육 같다
14652,문예..ㅊ..차..찬???  예찬이가 왜... <br>역시 연이언니가 없으니까 허전하네...
14653,진심 실존했으면 좋겠다.<br>이 택시.<br>많이.
14654,드라마가 이렇게 따뜻할 수가. 한국형 다크 히어로 드라마 홧팅
14655,이제훈 연기 개잘해ㅜㅜ너무 좋아 어떡해😍😍
14656,이제훈 연기력..
14657,쟤 문예찬 아니냐 ... ?
14658,지금 리타럽보고있는데 최현욱님ㅠㅠㅠㅠㅠㅠㅠ연기 걍 개잘하네
14659,정말 이런 택시가 있었으면 좋겠다 드라마지만 많은 부분 공감되고 감동도 느낀다 부모의 돈과 빽으로 약자를 괴롭히는 싹수없는 것들은 허술한 법보다 징벌적 체벌이 필요하다고 느낀다 <br>자신들이 당해봐야 피해자의 괴로움도 알게되는것이니 말이다
14660,하씨  개멋있어 ㅜㅜㅠ
14661,멋있당 사이다 결말두 너무 마메듬
14662,우리나라 판검사 국개의원 권력 가지고 있는 놈들 자식들은 학폭 당했다는 사례를 들어본 적이 없음 ... 사회가 완전 잘못 흘러가고 있는데 법이 이상하니 자꾸 이런 사태가 벌어지지 ㅡㅡ 더불어 인성도 한 몫하고...
14663,정민학생 연기하신분 이름이 뭐에요?
14664,오...재밌다...
14665,"What the name of this drama? Please someone, please tell me 😁"
14666,@Alo Gd Thank you 🤗
14667,Taxi driver
14668,"<a href=""https://www.youtube.com/watch?v=ITpaCz_SlN4&amp;t=15m03s"">15:03</a>  요약이라도 이 장면 뺀 거는 솔직히 너무 아쉽다.<br>훌륭한 장면이였고 스턴트 쓴것도 당연할 정도로 고강도의 장면이였다.<br>분명 분장이 아쉬웠지만, 액션 한장면 한장면 모두를 티 안나게 하는 게<br>쉬운 일은 절대 아니기에 가감하고 볼 정도의 여유는 된다고 생각하는 데,<br>이제훈 출연료 운운하면서 저런 걸로 논란 키우는 게 좀 한심해 보인다."
14669,학폭 가해자들은  짐승이니  <br>죽여도 됩니다!! 이런 애들은 절대 바뀌지 않으니 잡아다가 갈아서 짐승사료로 써야한다~!
14670,미성년자라도 발로 차버리는거 속시원하네 이전 다른 드라마들 보면 말로만 회유하고 큰 행동은 없었는데 발로 차니 속이 시원하네
